                                             三國志III 人物表                                              
┏━━━━━┳━━━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┓
┃ ID  ┃ 姓名   ┃   顏 ┃ 野心 ┃ 運氣 ┃ 冷靜 ┃ 勇猛 ┃ 陸指 ┃ 水指 ┃ 武力 ┃ 智力 ┃ 政治 ┃ 魅力 ┃ 相性 ┃ 義理 ┃
│ 30  │ 郭汜   │   16 │    2 │    1 │    2 │    3 │   59 │   20 │   61 │   33 │   33 │   37 │    1 │   49 │
│ 31  │ 霍峻   │ 8C64 │    1 │    1 │    2 │    1 │   62 │   18 │   67 │   65 │   52 │   73 │   60 │   70 │
│ 32  │ 郭圖   │   18 │    1 │    2 │    2 │    0 │   31 │    8 │   34 │   76 │   81 │   40 │  105 │   43 │
│ 33  │ 夏侯淵 │   20 │    2 │    0 │    2 │    2 │   86 │   74 │   90 │   58 │   55 │   74 │   25 │   92 │
│ 34  │ 夏侯恩 │   21 │    1 │    3 │    2 │    0 │   58 │   27 │   60 │   62 │   64 │   75 │   26 │   89 │
│ 35  │ 夏侯惇 │   24 │    2 │    1 │    3 │    1 │   90 │   76 │   95 │   60 │   54 │   75 │   25 │   90 │
│ 36  │ 韓胤   │ CA58 │    1 │    3 │    0 │    1 │   29 │   12 │   41 │   54 │   62 │   23 │  138 │   58 │
│ 37  │ 關羽   │   29 │    1 │    0 │    3 │    1 │  100 │   78 │   98 │   82 │   64 │   96 │   75 │  100 │
│ 38  │ 桓楷   │ C4E8 │    1 │    3 │    2 │    2 │   36 │   25 │   39 │   51 │   51 │   69 │  135 │   65 │
│ 39  │ 韓浩   │ 9C75 │    2 │    0 │    1 │    3 │   59 │   21 │   62 │   45 │   33 │   47 │   20 │   65 │
│ 40  │ 關純   │ C4B9 │    2 │    0 │    1 │    2 │   32 │   27 │   42 │   61 │   69 │   28 │  115 │   53 │
│ 41  │ 韓暹   │ 864B │    1 │    3 │    1 │    1 │   45 │   16 │   56 │   38 │   27 │   45 │   10 │   27 │
│ 42  │ 闞澤   │   36 │    1 │    3 │    1 │    3 │   52 │   60 │   45 │   78 │   85 │   72 │  132 │   69 │
│ 43  │ 韓當   │  221 │    1 │    3 │    1 │    2 │   59 │   34 │   60 │   42 │   63 │   56 │  130 │   83 │
│ 44  │ 蒯越   │   10 │    1 │    3 │    1 │    3 │   26 │    9 │   29 │   74 │   81 │   60 │   40 │   64 │
│ 45  │ 樂進   │  195 │    1 │    2 │    1 │    1 │   74 │   70 │   74 │   39 │   32 │   76 │   22 │   57 │
│ 46  │ 樂就   │ 88C0 │    1 │    3 │    2 │    0 │   67 │   32 │   70 │   51 │   47 │   50 │  135 │   59 │
│ 47  │ 顏良   │   42 │    2 │    3 │    1 │    0 │   84 │   71 │   87 │   32 │   20 │   55 │  101 │   70 │
│ 48  │ 麴義   │ 811C │    1 │    2 │    0 │    3 │   65 │   24 │   73 │   39 │   31 │   53 │  108 │   63 │
│ 49  │ 紀靈   │   47 │    2 │    0 │    1 │    2 │   70 │   70 │   70 │   35 │   30 │   50 │  140 │   62 │
│ 50  │ 橋蕤   │ 8132 │    1 │    0 │    1 │    1 │   62 │   24 │   67 │   60 │   51 │   48 │  137 │   53 │
│ 51  │ 金旋   │   49 │    1 │    1 │    1 │    2 │   40 │   13 │   52 │   27 │   25 │   30 │  105 │   51 │
│ 52  │ 許攸   │   46 │    2 │    1 │    1 │    3 │   40 │   21 │   45 │   61 │   76 │   42 │   10 │   47 │
│ 53  │ 牛輔   │ D282 │    2 │    2 │    1 │    0 │   52 │   20 │   57 │   58 │   52 │   43 │    4 │   54 │
│ 54  │ 虞翻   │   53 │    2 │    1 │    2 │    0 │   32 │   15 │   40 │   78 │   80 │   76 │  132 │   79 │
│ 55  │ 袁熙   │    1 │    1 │    2 │    1 │    1 │   57 │   22 │   58 │   63 │   65 │   52 │  101 │   70 │
│ 56  │ 嚴輿   │ 8635 │    2 │    0 │    0 │    2 │   62 │   25 │   70 │   50 │   48 │   52 │   40 │   59 │
│ 57  │ 黃琬   │ D923 │    1 │    2 │    1 │    1 │   57 │   21 │   59 │   54 │   50 │   43 │    8 │   63 │
│ 58  │ 高幹   │ 85AA │    1 │    2 │    1 │    3 │   42 │   18 │   61 │   30 │   28 │   41 │  103 │   55 │
│ 59  │ 黃蓋   │   58 │    1 │    1 │    2 │    3 │   74 │   80 │   86 │   66 │   48 │   81 │  126 │   89 │
│ 60  │ 公孫越 │   62 │    1 │    3 │    1 │    0 │   58 │   49 │   60 │   47 │   43 │   62 │   60 │   75 │
│ 61  │ 嚴綱   │ 8910 │    2 │    0 │    1 │    1 │   60 │   26 │   66 │   45 │   32 │   38 │   66 │   45 │
│ 62  │ 公孫度 │ 921E │    2 │    2 │    2 │    1 │   72 │   72 │   74 │   61 │   53 │   71 │   10 │   62 │
│ 63  │ 袁胤   │  176 │    2 │    0 │    1 │    1 │   23 │   10 │   25 │   59 │   62 │   65 │  140 │   70 │
│ 64  │ 耿武   │ D458 │    1 │    1 │    1 │    0 │   32 │   27 │   44 │   53 │   71 │   52 │  115 │   56 │
│ 65  │ 皇甫嵩 │ 94A6 │    1 │    1 │    2 │    0 │   63 │   30 │   68 │   64 │   72 │   74 │   33 │   69 │
│ 66  │ 袁譚   │    5 │    3 │    0 │    1 │    1 │   56 │   19 │   58 │   54 │   48 │   53 │  101 │   50 │
│ 67  │ 高覽   │  178 │    1 │    3 │    1 │    2 │   72 │   70 │   75 │   50 │   30 │   72 │   31 │   60 │
│ 68  │ 胡才   │ 86EC │    2 │    0 │    1 │    2 │   64 │   21 │   69 │   62 │   49 │   41 │   86 │   72 │
│ 69  │ 胡軫   │ 8058 │    0 │    3 │    1 │    2 │   37 │   10 │   58 │   30 │   24 │   20 │    3 │   60 │
│ 70  │ 胡赤兒 │ 819B │    2 │    3 │    1 │    1 │   61 │   27 │   65 │   46 │   37 │   22 │    4 │   25 │
│ 71  │ 吳懿   │   68 │    1 │    3 │    1 │    3 │   70 │   70 │   71 │   69 │   74 │   75 │   60 │   80 │
│ 72  │ 伍瓊   │ CAA9 │    1 │    1 │    1 │    3 │   40 │   15 │   49 │   57 │   66 │   44 │    6 │   65 │
│ 73  │ 蔡勳   │ 8688 │    1 │    3 │    1 │    0 │   63 │   24 │   65 │   56 │   52 │   60 │   36 │   57 │
│ 74  │ 蔡陽   │ C02B │    1 │    0 │    0 │    2 │   39 │   12 │   42 │   63 │   71 │   68 │    5 │   71 │
│ 75  │ 審配   │   77 │    2 │    1 │    1 │    3 │   73 │   72 │   71 │   67 │   80 │   75 │  102 │   90 │
│ 76  │ 辛毘   │   86 │    1 │    3 │    2 │    0 │   42 │   21 │   50 │   74 │   79 │   83 │   17 │   72 │
│ 77  │ 辛評   │  203 │    1 │    3 │    1 │    2 │   63 │   23 │   70 │   65 │   58 │   64 │  115 │   70 │
│ 78  │ 周昕   │ 8245 │    1 │    1 │    1 │    1 │   52 │   22 │   71 │   39 │   28 │   36 │   33 │   45 │
│ 79  │ 周泰   │   81 │    2 │    1 │    1 │    3 │   78 │   72 │   84 │   53 │   47 │   61 │  124 │   75 │
│ 80  │ 賈詡   │   13 │    2 │    1 │    2 │    3 │   81 │   72 │   40 │   94 │   87 │   67 │    8 │   59 │
│ 81  │ 朱治   │ 8474 │    1 │    3 │    1 │    0 │   45 │   40 │   57 │   48 │   32 │   48 │  121 │   64 │
│ 82  │ 蔣義渠 │  183 │    2 │    0 │    2 │    1 │   63 │   23 │   71 │   35 │   30 │   60 │  105 │   54 │
│ 83  │ 焦觸   │ 9A9B │    1 │    1 │    1 │    3 │   61 │   18 │   65 │   34 │   30 │   50 │  110 │   55 │
│ 84  │ 鐘繇   │   85 │    1 │    3 │    2 │    1 │   11 │    6 │   15 │   68 │   77 │   30 │   33 │   60 │
│ 85  │ 向朗   │ C07B │    1 │    2 │    1 │    3 │   40 │   19 │   52 │   69 │   74 │   63 │   79 │   75 │
│ 86  │ 荀彧   │   87 │    0 │    2 │    2 │    0 │   62 │   60 │   37 │   96 │   85 │   85 │   27 │   90 │
│ 87  │ 淳于瓊 │  170 │    2 │    1 │    1 │    3 │   68 │   24 │   73 │   62 │   50 │   61 │   95 │   60 │
│ 88  │ 荀諶   │ D662 │    2 │    0 │    1 │    3 │   44 │   10 │   49 │   57 │   72 │   48 │  105 │   58 │
│ 89  │ 荀爽   │ D689 │    1 │    0 │    0 │    3 │   39 │   16 │   45 │   70 │   77 │   76 │    8 │   83 │
│ 90  │ 徐榮   │   89 │    1 │    3 │    2 │    0 │   38 │   19 │   54 │   38 │   45 │   40 │  150 │   56 │
│ 91  │ 鄒靖   │ 8D64 │    1 │    3 │    1 │    3 │   54 │   23 │   62 │   60 │   47 │   68 │   65 │   63 │
│ 92  │ 曹洪   │   95 │    2 │    0 │    1 │    3 │   74 │   72 │   74 │   47 │   41 │   75 │   25 │   80 │
│ 93  │ 曹昂   │   96 │    1 │    3 │    1 │    0 │   58 │   19 │   60 │   54 │   50 │   67 │   25 │   93 │
│ 94  │ 曹仁   │  101 │    2 │    3 │    2 │    3 │   79 │   72 │   83 │   62 │   57 │   67 │   25 │   85 │
│ 95  │ 曹純   │  100 │    1 │    3 │    1 │    2 │   54 │   20 │   60 │   51 │   42 │   43 │   24 │   60 │
│ 96  │ 宋忠   │ C9B9 │    0 │    3 │    1 │    1 │   29 │   13 │   33 │   41 │   55 │   60 │   38 │   64 │
│ 97  │ 曹豹   │ 8885 │    0 │    3 │    0 │    1 │   52 │   18 │   52 │   24 │   20 │   21 │   84 │   56 │
│ 98  │ 沮授   │  104 │    2 │    0 │    1 │    2 │   71 │   69 │   60 │   85 │   73 │   75 │   97 │   75 │
│ 99  │ 祖茂   │ 81D9 │    1 │    3 │    0 │    3 │   70 │   70 │   70 │   62 │   58 │   87 │  127 │   94 │
│ 100 │ 華歆   │   12 │    2 │    1 │    1 │    3 │   26 │   12 │   28 │   62 │   76 │   31 │    9 │   33 │
│ 101 │ 孫乾   │  106 │    2 │    1 │    2 │    1 │   34 │   21 │   38 │   70 │   77 │   90 │   77 │   86 │
│ 102 │ 孫靜   │ 8873 │    0 │    1 │    3 │    1 │   64 │   42 │   69 │   63 │   58 │   65 │  125 │   78 │
│ 103 │ 陳橫   │ 9683 │    1 │    3 │    1 │    2 │   52 │   23 │   62 │   48 │   39 │   56 │  102 │   62 │
│ 104 │ 陳應   │ 8442 │    0 │    3 │    1 │    0 │   53 │   21 │   63 │   20 │   14 │   21 │   56 │   30 │
│ 105 │ 陳宮   │  123 │    2 │    2 │    2 │    0 │   85 │   75 │   54 │   80 │   71 │   67 │   15 │   78 │
│ 106 │ 陳珪   │ C0EB │    0 │    1 │    2 │    0 │   30 │   11 │   36 │   68 │   77 │   79 │   79 │   84 │
│ 107 │ 陳震   │  173 │    2 │    0 │    2 │    0 │   32 │   18 │   35 │   65 │   76 │   39 │   94 │   45 │
│ 108 │ 陳生   │ 91F0 │    1 │    3 │    0 │    2 │   57 │   21 │   65 │   48 │   31 │   48 │   42 │   49 │
│ 109 │ 陳登   │  208 │    1 │    0 │    2 │    1 │   25 │   18 │   27 │   70 │   73 │   75 │   79 │   70 │
│ 110 │ 陳武   │ 81DC │    1 │    2 │    2 │    1 │   58 │   37 │   69 │   55 │   49 │   35 │  120 │   48 │
│ 111 │ 陳蘭   │ 8A1B │    1 │    2 │    1 │    3 │   54 │   20 │   65 │   32 │   20 │   32 │  145 │   25 │
│ 112 │ 陳琳   │ D6BB │    1 │    2 │    2 │    1 │   55 │   54 │   23 │   80 │   66 │   54 │   38 │   64 │
│ 113 │ 張允   │ 867C │    1 │    3 │    1 │    0 │   50 │   21 │   59 │   60 │   68 │   44 │   36 │   40 │
│ 114 │ 張英   │ 84BC │    1 │    3 │    1 │    2 │   60 │   22 │   71 │   47 │   41 │   52 │  105 │   51 │
│ 115 │ 張闓   │ 96D9 │    0 │    2 │    1 │    2 │   60 │   49 │   67 │   30 │   21 │   24 │   96 │   25 │
│ 116 │ 張顗   │ 9C95 │    3 │    0 │    2 │    1 │   54 │   19 │   59 │   53 │   42 │   18 │   88 │   21 │
│ 117 │ 張勳   │ 92C0 │    1 │    2 │    1 │    2 │   69 │   70 │   70 │   65 │   54 │   73 │  138 │   43 │
│ 118 │ 張郃   │  114 │    2 │    3 │    2 │    0 │   88 │   77 │   90 │   62 │   51 │   63 │   22 │   47 │
│ 119 │ 張濟   │ 982B │    1 │    2 │    2 │    2 │   76 │   72 │   74 │   59 │   65 │   71 │  148 │   29 │
│ 120 │ 趙岑   │ 81C2 │    1 │    2 │    1 │    2 │   57 │   18 │   63 │   25 │   18 │   28 │    2 │   32 │
│ 121 │ 張縤   │  206 │    2 │    1 │    1 │    3 │   68 │   28 │   74 │   53 │   49 │   67 │  148 │   53 │
│ 122 │ 張任   │  117 │    2 │    0 │    2 │    2 │   84 │   71 │   87 │   69 │   65 │   76 │   56 │   97 │
│ 123 │ 趙範   │ 8DD8 │    1 │    3 │    1 │    3 │   49 │   19 │   52 │   54 │   58 │   40 │   66 │   61 │
│ 124 │ 張邈   │ 9413 │    2 │    0 │    1 │    0 │   48 │   32 │   57 │   26 │   19 │   37 │  145 │   92 │
│ 125 │ 張飛   │  119 │    2 │    3 │    3 │    0 │   83 │   70 │   99 │   30 │   18 │   36 │   75 │   89 │
│ 126 │ 張翼   │ 8CFE │    1 │    2 │    1 │    3 │   75 │   71 │   72 │   42 │   36 │   73 │   68 │   57 │
│ 127 │ 程昱   │  126 │    2 │    3 │    2 │    1 │   85 │   75 │   25 │   90 │   71 │   75 │   22 │   60 │
│ 128 │ 程銀   │ 9CE9 │    2 │    0 │    1 │    2 │   63 │   21 │   68 │   35 │   30 │   43 │   72 │   80 │
│ 129 │ 程普   │  127 │    1 │    3 │    2 │    1 │   73 │   82 │   69 │   81 │   70 │   85 │  123 │   88 │
│ 130 │ 典韋   │  128 │    2 │    3 │    2 │    0 │   84 │   74 │   96 │   33 │   21 │   54 │   23 │   80 │
│ 131 │ 田豐   │  129 │    2 │    0 │    1 │    1 │   88 │   73 │   45 │   90 │   71 │   75 │   96 │   64 │
│ 132 │ 鄧義   │ 9A76 │    0 │    3 │    1 │    1 │   53 │   17 │   61 │   25 │   19 │   53 │   39 │   62 │
│ 133 │ 董璜   │ D572 │    2 │    2 │    0 │    1 │   54 │   20 │   57 │   56 │   58 │   37 │    2 │   62 │
│ 134 │ 董承   │ 819E │    2 │    2 │    1 │    2 │   70 │   70 │   70 │   57 │   43 │   78 │   92 │   86 │
│ 135 │ 王允   │  199 │    0 │    3 │    1 │    2 │   48 │   16 │   52 │   64 │   73 │   62 │   95 │   85 │
│ 136 │ 董旻   │ 8230 │    2 │    3 │    2 │    2 │   46 │   20 │   61 │   51 │   32 │   46 │    0 │   53 │
│ 137 │ 董和   │ 84E2 │    1 │    3 │    1 │    2 │   54 │   16 │   69 │   57 │   69 │   53 │   68 │   65 │
│ 138 │ 杜襲   │ 9041 │    1 │    3 │    1 │    3 │   57 │   21 │   68 │   65 │   61 │   55 │   29 │   68 │
│ 139 │ 樊稠   │  179 │    2 │    0 │    1 │    1 │   69 │   25 │   80 │   25 │   21 │   40 │    4 │   59 │
│ 140 │ 樊能   │ 8E5D │    1 │    2 │    1 │    2 │   50 │   26 │   52 │   48 │   42 │   53 │  100 │   61 │
│ 141 │ 潘鳳   │ 81D5 │    1 │    0 │    1 │    1 │   70 │   23 │   77 │   19 │   10 │   20 │  136 │   34 │
│ 142 │ 馬延   │ 9695 │    1 │    3 │    1 │    3 │   61 │   18 │   65 │   43 │   36 │   55 │   96 │   32 │
│ 143 │ 侯選   │ 9E0A │    1 │    2 │    1 │    3 │   62 │   31 │   70 │   35 │   30 │   60 │    8 │   53 │
│ 144 │ 糜竺   │  142 │    1 │    1 │    2 │    1 │   36 │   15 │   40 │   64 │   78 │   78 │   81 │   80 │
│ 145 │ 糜芳   │  222 │    1 │    3 │    1 │    3 │   59 │   21 │   63 │   25 │   18 │   10 │   81 │    8 │
│ 146 │ 傅幹   │ C039 │    1 │    1 │    1 │    3 │   38 │   19 │   44 │   69 │   78 │   59 │   30 │   62 │
│ 147 │ 傅巽   │ C910 │    0 │    3 │    2 │    2 │   39 │   18 │   43 │   66 │   75 │   58 │   38 │   52 │
│ 148 │ 武安國 │ 99AC │    0 │    3 │    1 │    0 │   59 │   32 │   67 │   22 │   16 │   18 │   18 │   34 │
│ 149 │ 文醜   │  144 │    2 │    2 │    1 │    0 │   86 │   72 │   91 │   19 │   10 │   56 │  101 │   70 │
│ 150 │ 文聘   │  145 │    1 │    3 │    1 │    3 │   78 │   71 │   84 │   24 │   18 │   65 │   38 │   61 │
│ 151 │ 逢紀   │  186 │    2 │    2 │    2 │    0 │   66 │   62 │   54 │   82 │   64 │   52 │  104 │   47 │
│ 152 │ 毛玠   │ 9DA1 │    1 │    3 │    1 │    2 │   48 │   50 │   57 │   49 │   47 │   52 │   30 │   56 │
│ 153 │ 高沛   │ 98F2 │    1 │    3 │    1 │    3 │   56 │   20 │   59 │   43 │   41 │   47 │   48 │   60 │
│ 154 │ 楊彪   │ DA8B │    1 │    1 │    1 │    0 │   54 │   18 │   57 │   63 │   72 │   74 │    8 │   84 │
│ 155 │ 楊奉   │  153 │    2 │    2 │    1 │    2 │   56 │   21 │   63 │   47 │   29 │   48 │   10 │   68 │
│ 156 │ 雷銅   │  154 │    1 │    3 │    1 │    2 │   81 │   75 │   86 │   43 │   31 │   55 │   68 │   62 │
│ 157 │ 雷薄   │ 94AB │    0 │    3 │    1 │    2 │   59 │   22 │   65 │   37 │   26 │   14 │  138 │   19 │
│ 158 │ 李異   │  184 │    3 │    2 │    1 │    1 │   68 │   45 │   80 │   24 │   18 │   30 │  128 │   68 │
│ 159 │ 李傕   │  164 │    1 │    3 │    1 │    1 │   49 │   20 │   63 │   42 │   40 │   26 │    1 │   31 │
│ 160 │ 李樂   │ 9D84 │    2 │    2 │    1 │    2 │   62 │   27 │   80 │   54 │   47 │   39 │    5 │   35 │
│ 161 │ 李珪   │ D9C8 │    1 │    1 │    1 │    3 │   24 │   12 │   28 │   58 │   65 │   75 │   48 │   72 │
│ 162 │ 李肅   │ C818 │    1 │    3 │    1 │    2 │   50 │   24 │   54 │   68 │   69 │   40 │    5 │   48 │
│ 163 │ 李儒   │  166 │    1 │    3 │    1 │    3 │   77 │   72 │   25 │   90 │   78 │   42 │  150 │   49 │
│ 164 │ 李通   │ 907C │    2 │    0 │    1 │    3 │   62 │   25 │   67 │   56 │   43 │   54 │   19 │   62 │
│ 165 │ 李典   │  214 │    1 │    3 │    2 │    1 │   73 │   70 │   72 │   47 │   36 │   53 │   22 │   69 │
│ 166 │ 李豐   │ 8118 │    1 │    3 │    1 │    3 │   62 │   26 │   68 │   35 │   23 │   45 │  138 │   69 │
│ 167 │ 尹默   │ D8F3 │    0 │    3 │    1 │    2 │   22 │    7 │   20 │   73 │   87 │   30 │   81 │   60 │
│ 168 │ 劉延   │ CD78 │    1 │    3 │    1 │    3 │   40 │   20 │   45 │   50 │   57 │   32 │   51 │   56 │
│ 169 │ 劉貴   │ DCB3 │    0 │    3 │    1 │    2 │   47 │   22 │   51 │   60 │   70 │   26 │   54 │   59 │
│ 170 │ 劉璋   │  157 │    0 │    3 │    1 │    0 │   47 │   21 │   52 │   51 │   63 │   82 │   55 │   84 │
│ 171 │ 劉先   │ CDC3 │    1 │    0 │    1 │    1 │   49 │   20 │   55 │   58 │   69 │   43 │   37 │   51 │
│ 172 │ 劉度   │ D563 │    2 │    2 │    1 │    3 │   48 │   23 │   53 │   55 │   63 │   63 │  135 │   53 │
│ 173 │ 劉磐   │ 8A33 │    0 │    3 │    1 │    3 │   48 │   28 │   53 │   56 │   52 │   62 │   69 │   53 │
│ 174 │ 伊籍   │    0 │    2 │    2 │    2 │    1 │   72 │   70 │   21 │   84 │   80 │   62 │   80 │   80 │
│ 175 │ 干糜   │ 8AA8 │    2 │    1 │    1 │    2 │   58 │   29 │   61 │   28 │   14 │   19 │  110 │   76 │
│ 176 │ 梁興   │ 9468 │    1 │    2 │    1 │    2 │   62 │   24 │   70 │   25 │   18 │   21 │   68 │   43 │
│ 177 │ 梁剛   │ 9512 │    1 │    3 │    1 │    3 │   51 │   19 │   57 │   34 │   27 │   60 │  137 │   52 │
│ 178 │ 凌操   │  182 │    1 │    3 │    1 │    3 │   72 │   71 │   84 │   23 │   14 │   51 │  120 │   61 │
│ 179 │ 呂虔   │ 92F2 │    2 │    2 │    1 │    2 │   63 │   30 │   72 │   24 │   16 │   58 │   30 │   72 │
│ 180 │ 呂建   │ 8D63 │    1 │    3 │    2 │    0 │   57 │   23 │   68 │   56 │   48 │   59 │   29 │   56 │
│ 181 │ 呂公   │ 88BD │    1 │    3 │    1 │    1 │   26 │   12 │   50 │   38 │   49 │   60 │   48 │   54 │
│ 182 │ 呂範   │ C863 │    1 │    3 │    1 │    3 │   25 │   19 │   30 │   72 │   76 │   75 │  118 │   71 │
│ 183 │ 呂布   │  162 │    3 │    3 │    2 │    0 │   80 │   79 │  100 │   21 │   13 │   12 │   14 │    2 │
│ 184 │ 冷苞   │ C573 │    2 │    2 │    1 │    1 │   64 │   21 │   66 │   23 │   20 │   53 │   52 │   68 │
│ 185 │ 許昌   │ 91C0 │    2 │    2 │    1 │    3 │   62 │   31 │   74 │   60 │   48 │   62 │   80 │   50 │
│ 186 │ 吳景   │ 917E │    1 │    2 │    2 │    2 │   59 │   30 │   64 │   58 │   53 │   58 │  127 │   62 │
│ 187 │ 鞏志   │ DD19 │    1 │    2 │    1 │    3 │   40 │   19 │   44 │   63 │   58 │   50 │   92 │   42 │
│ 188 │ 趙雲   │  112 │    1 │    3 │    3 │    2 │   87 │   83 │   98 │   84 │   80 │   93 │   75 │   90 │
│ 189 │ 鄭度   │ DE50 │    1 │    3 │    1 │    3 │   24 │   10 │   29 │   60 │   68 │   52 │   50 │   85 │
│ 190 │ 董衡   │  175 │    2 │    1 │    2 │    1 │   72 │   71 │   80 │   45 │   42 │   74 │   29 │   73 │
│ 191 │ 于禁   │  196 │    1 │    3 │    2 │    0 │   62 │   19 │   60 │   52 │   57 │   43 │   28 │   54 │
│ 192 │ 馬漢   │ 94F0 │    1 │    3 │    1 │    3 │   55 │   24 │   62 │   41 │   37 │   56 │   52 │   63 │
│ 193 │ 鮑信   │ 9CCE │    1 │    3 │    1 │    2 │   38 │   19 │   59 │   30 │   20 │   39 │   36 │   45 │
│ 194 │ 滿寵   │  149 │    2 │    0 │    1 │    3 │   72 │   70 │   38 │   81 │   70 │   94 │   29 │   85 │
│ 195 │ 潘璋   │ 9598 │    2 │    0 │    1 │    3 │   72 │   40 │   75 │   38 │   29 │   56 │  115 │   69 │
│ 196 │ 孫策   │  108 │    3 │    3 │    0 │    1 │   82 │   96 │   91 │   85 │   74 │   89 │  127 │   90 │
