                                             三國志III 人物表                                              
┏━━━━━┳━━━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┓
┃ ID  ┃ 姓名   ┃   顏 ┃ 野心 ┃ 運氣 ┃ 冷靜 ┃ 勇猛 ┃ 陸指 ┃ 水指 ┃ 武力 ┃ 智力 ┃ 政治 ┃ 魅力 ┃ 相性 ┃ 義理 ┃
│ 66  │ 霍峻   │ 8C64 │    1 │    1 │    2 │    1 │   62 │   18 │   67 │   65 │   52 │   73 │   60 │   70 │
│ 67  │ 尚拳   │ CC33 │    0 │    3 │    1 │    3 │   20 │   11 │   24 │   69 │   73 │   58 │  124 │   70 │
│ 68  │ 蔣義渠 │  183 │    2 │    0 │    2 │    1 │   63 │   23 │   71 │   35 │   30 │   60 │  105 │   54 │
│ 69  │ 尚弘   │ C083 │    1 │    1 │    2 │    0 │   36 │   14 │   43 │   54 │   62 │   62 │   84 │   83 │
│ 70  │ 向寵   │   84 │    2 │    2 │    2 │    0 │   82 │   70 │   40 │   85 │   73 │   78 │   79 │   80 │
│ 71  │ 顧雍   │  201 │    0 │    3 │    1 │    2 │   17 │   13 │   18 │   72 │   75 │   75 │  127 │   80 │
│ 72  │ 諸葛瑾 │   75 │    2 │    1 │    2 │    0 │   46 │   46 │   55 │   91 │   80 │   95 │  122 │   91 │
│ 73  │ 董和   │ 84E2 │    1 │    3 │    1 │    2 │   54 │   16 │   69 │   57 │   69 │   53 │   68 │   65 │
│ 74  │ 荀惲   │ C1E0 │    1 │    3 │    1 │    3 │   36 │   17 │   41 │   42 │   69 │   72 │   27 │   78 │
│ 75  │ 樂綝   │ 9ECA │    1 │    2 │    1 │    3 │   53 │   12 │   56 │   43 │   25 │   31 │   22 │   52 │
│ 76  │ 徐商   │ 8421 │    2 │    0 │    1 │    3 │   61 │   25 │   66 │   55 │   40 │   51 │   21 │   69 │
│ 77  │ 牛金   │   50 │    1 │    3 │    1 │    3 │   73 │   70 │   82 │   35 │   21 │   57 │   29 │   69 │
│ 78  │ 薛綜   │   55 │    2 │    0 │    1 │    3 │   31 │   19 │   35 │   62 │   74 │   65 │  135 │   74 │
│ 79  │ 薛悌   │ C881 │    1 │    2 │    1 │    3 │   42 │   17 │   49 │   61 │   65 │   51 │   28 │   67 │
│ 80  │ 周魴   │ DEF9 │    2 │    1 │    1 │    3 │   40 │   33 │   49 │   71 │   79 │   60 │  120 │   80 │
│ 81  │ 王則   │ DC21 │    1 │    3 │    2 │    0 │   46 │   18 │   53 │   61 │   72 │   68 │   23 │   65 │
│ 82  │ 夏侯楙 │ 98F8 │    2 │    0 │    1 │    2 │   37 │   13 │   54 │   35 │   40 │   27 │   25 │   35 │
│ 83  │ 胡車兒 │ 9D3C │    1 │    3 │    1 │    3 │   65 │   30 │   71 │   58 │   42 │   68 │  146 │   69 │
│ 84  │ 宋忠   │ C9B9 │    0 │    3 │    1 │    1 │   29 │   13 │   33 │   41 │   55 │   60 │   38 │   64 │
│ 85  │ 蘇飛   │ 8CEC │    1 │    3 │    1 │    3 │   68 │   30 │   69 │   30 │   16 │   73 │   50 │   66 │
│ 86  │ 蘇由   │ 86FB │    2 │    0 │    1 │    3 │   59 │   21 │   59 │   44 │   25 │   52 │  104 │   57 │
│ 87  │ 孫觀   │ 89AB │    2 │    2 │    1 │    3 │   62 │   54 │   67 │   49 │   38 │   30 │   16 │   42 │
│ 88  │ 孫匡   │ C528 │    2 │    0 │    1 │    3 │   58 │   37 │   59 │   59 │   68 │   53 │  125 │   70 │
│ 89  │ 孫瑜   │   65 │    1 │    3 │    1 │    3 │   60 │   49 │   64 │   52 │   48 │   70 │  125 │   81 │
│ 90  │ 公孫康 │ 9651 │    3 │    0 │    2 │    1 │   70 │   70 │   70 │   62 │   56 │   72 │   10 │   48 │
│ 91  │ 賈範   │ 8C93 │    1 │    2 │    1 │    3 │   61 │   27 │   67 │   65 │   44 │   78 │    7 │   64 │
│ 92  │ 公孫恭 │ 8E7A │    3 │    0 │    2 │    0 │   72 │   70 │   71 │   67 │   52 │   74 │   15 │   40 │
│ 93  │ 嚴畯   │   57 │    2 │    1 │    1 │    1 │   24 │   20 │   25 │   71 │   73 │   60 │  133 │   75 │
│ 94  │ 孫禮   │  204 │    0 │    3 │    1 │    2 │   68 │   28 │   73 │   69 │   63 │   59 │   21 │   48 │
│ 95  │ 孫朗   │ D5F8 │    2 │    1 │    1 │    3 │   55 │   34 │   57 │   54 │   63 │   53 │  125 │   82 │
│ 96  │ 臧霸   │ 9084 │    2 │    0 │    2 │    1 │   57 │   14 │   62 │   54 │   43 │   67 │   16 │   72 │
│ 97  │ 卓膺   │ 9232 │    1 │    3 │    1 │    3 │   61 │   25 │   65 │   50 │   38 │   58 │   60 │   63 │
│ 98  │ 申儀   │ 8E8B │    1 │    3 │    1 │    2 │   60 │   23 │   67 │   54 │   46 │   48 │   32 │   61 │
│ 99  │ 任峻   │ 9CE4 │    1 │    2 │    2 │    0 │   63 │   26 │   67 │   54 │   50 │   60 │   29 │   65 │
│ 100 │ 張溫   │ CC99 │    0 │    3 │    1 │    3 │   21 │   13 │   25 │   58 │   69 │   72 │  120 │   75 │
│ 101 │ 張顗   │ 9C95 │    3 │    0 │    2 │    1 │   54 │   19 │   59 │   53 │   42 │   18 │   88 │   21 │
│ 102 │ 張休   │  172 │    2 │    0 │    1 │    3 │   44 │   39 │   35 │   71 │   82 │   74 │  122 │   75 │
│ 103 │ 尹賞   │ D60B │    1 │    3 │    1 │    3 │   35 │   23 │   37 │   43 │   71 │   33 │   55 │   30 │
│ 104 │ 趙衢   │ 8E92 │    1 │    3 │    1 │    3 │   57 │   24 │   61 │   60 │   58 │   52 │   29 │   83 │
│ 105 │ 張虎   │ 800C │    1 │    0 │    1 │    2 │   54 │   23 │   61 │   57 │   52 │   41 │   22 │   42 │
│ 106 │ 黃權   │   59 │    1 │    3 │    1 │    3 │   75 │   71 │   45 │   84 │   72 │   64 │   57 │   70 │
│ 107 │ 關索   │   33 │    2 │    1 │    2 │    1 │   80 │   70 │   85 │   68 │   59 │   70 │   75 │   89 │
│ 108 │ 張承   │ 961C │    2 │    0 │    1 │    3 │   61 │   27 │   65 │   41 │   33 │   53 │  130 │   74 │
│ 109 │ 張著   │ 9C43 │    1 │    0 │    2 │    1 │   51 │   20 │   58 │   35 │   31 │   30 │   80 │   63 │
│ 110 │ 趙統   │  118 │    1 │    1 │    2 │    1 │   61 │   22 │   70 │   69 │   57 │   70 │   75 │   80 │
│ 111 │ 趙範   │ 8DD8 │    1 │    3 │    1 │    3 │   49 │   19 │   52 │   54 │   58 │   40 │   66 │   61 │
│ 112 │ 侯選   │ 9E0A │    1 │    2 │    1 │    3 │   62 │   31 │   70 │   35 │   30 │   60 │    8 │   53 │
│ 113 │ 鄭度   │ DE50 │    1 │    3 │    1 │    3 │   24 │   10 │   29 │   60 │   68 │   52 │   50 │   85 │
│ 114 │ 程武   │ C071 │    1 │    3 │    1 │    3 │   60 │   58 │   43 │   80 │   67 │   70 │   22 │   76 │
│ 115 │ 程秉   │ D2EB │    1 │    3 │    1 │    2 │   18 │    9 │   20 │   62 │   73 │   75 │  118 │   70 │
│ 116 │ 吳景   │ 917E │    1 │    2 │    2 │    2 │   59 │   30 │   64 │   58 │   53 │   58 │  127 │   62 │
│ 117 │ 典滿   │ 9EB4 │    1 │    2 │    1 │    3 │   65 │   24 │   72 │   27 │   20 │   48 │   23 │   75 │
│ 118 │ 韓猛   │ 9CBB │    2 │    0 │    1 │    1 │   61 │   24 │   65 │   43 │   41 │   48 │   90 │   52 │
│ 119 │ 董允   │  130 │    1 │    3 │    1 │    3 │   68 │   67 │   23 │   86 │   85 │   70 │   81 │   71 │
│ 120 │ 和洽   │ C589 │    1 │    1 │    1 │    2 │   29 │   10 │   35 │   58 │   71 │   46 │   28 │   43 │
│ 121 │ 鄧義   │ 9A76 │    0 │    3 │    1 │    1 │   53 │   17 │   61 │   25 │   19 │   53 │   39 │   62 │
│ 122 │ 許靖   │   44 │    0 │    3 │    1 │    3 │   16 │    5 │   21 │   75 │   76 │   52 │   70 │   48 │
│ 123 │ 董昭   │ D073 │    1 │    2 │    1 │    3 │   48 │   17 │   52 │   62 │   77 │   59 │   21 │   48 │
│ 124 │ 孫乾   │  106 │    2 │    1 │    2 │    1 │   34 │   21 │   38 │   70 │   77 │   90 │   77 │   86 │
│ 125 │ 杜襲   │ 9041 │    1 │    3 │    1 │    3 │   57 │   21 │   68 │   65 │   61 │   55 │   29 │   68 │
│ 126 │ 潘濬   │ CE23 │    1 │    0 │    1 │    2 │   48 │   17 │   50 │   53 │   31 │   38 │  105 │   30 │
│ 127 │ 高定   │ 9C94 │    2 │    0 │    1 │    3 │   65 │   30 │   67 │   22 │   20 │   48 │   82 │   50 │
│ 128 │ 卑衍   │ 9A26 │    1 │    3 │    1 │    2 │   72 │   70 │   71 │   57 │   49 │   65 │   12 │   42 │
│ 129 │ 費觀   │ 9604 │    1 │    3 │    1 │    3 │   49 │   18 │   58 │   45 │   41 │   45 │   65 │   57 │
│ 130 │ 費詩   │ C998 │    1 │    3 │    1 │    2 │   22 │    9 │   30 │   54 │   63 │   56 │   68 │   59 │
│ 131 │ 徐盛   │  174 │    2 │    1 │    2 │    0 │   59 │   32 │   65 │   70 │   77 │   71 │  122 │   75 │
│ 132 │ 傅幹   │ C039 │    1 │    1 │    1 │    3 │   38 │   19 │   44 │   69 │   78 │   59 │   30 │   62 │
│ 133 │ 文欽   │   92 │    2 │    2 │    1 │    3 │   74 │   29 │   80 │   30 │   21 │   61 │   39 │   62 │
│ 134 │ 夏侯惠 │   22 │    1 │    3 │    1 │    3 │   81 │   73 │   82 │   81 │   61 │   76 │   25 │   90 │
│ 135 │ 龐義   │ CE79 │    1 │    3 │    1 │    3 │   30 │   12 │   35 │   61 │   72 │   69 │   67 │   72 │
│ 136 │ 龐柔   │ 8E6E │    0 │    3 │    1 │    3 │   63 │   21 │   68 │   54 │   48 │   35 │   71 │   44 │
│ 137 │ 步騭   │ C042 │    2 │    1 │    2 │    0 │   20 │   11 │   25 │   65 │   74 │   72 │  120 │   75 │
│ 138 │ 尹禮   │ 9A98 │    2 │    1 │    1 │    3 │   65 │   21 │   68 │   47 │   40 │   37 │   16 │   44 │
│ 139 │ 毛玠   │ 9DA1 │    1 │    3 │    1 │    2 │   48 │   50 │   57 │   49 │   47 │   52 │   30 │   56 │
│ 140 │ 孟獲   │  150 │    2 │    1 │    1 │    3 │   86 │   72 │   89 │   17 │    6 │   34 │   52 │   28 │
│ 141 │ 孟優   │  151 │    2 │    1 │    2 │    0 │   70 │   26 │   83 │   12 │    5 │   12 │   52 │   47 │
│ 142 │ 楊琦   │ CCF2 │    1 │    0 │    1 │    2 │   44 │   22 │   47 │   66 │   74 │   78 │   85 │   82 │
│ 143 │ 楊洪   │ DEB3 │    0 │    3 │    2 │    0 │   15 │    5 │   52 │   64 │   52 │   45 │   68 │   59 │
│ 144 │ 楊秋   │ 9432 │    1 │    3 │    1 │    2 │   62 │   23 │   66 │   15 │   11 │   37 │   68 │   21 │
│ 145 │ 楊祚   │ 86B8 │    1 │    1 │    1 │    2 │   72 │   70 │   63 │   44 │   37 │   40 │    9 │   52 │
│ 146 │ 楊阜   │ 9969 │    1 │    3 │    1 │    3 │   65 │   24 │   66 │   59 │   52 │   67 │   30 │   60 │
│ 147 │ 楊密   │ D4AB │    1 │    2 │    1 │    2 │   32 │   14 │   41 │   71 │   78 │   76 │   12 │   82 │
│ 148 │ 駱統   │ C952 │    0 │    2 │    1 │    1 │   33 │   28 │   41 │   65 │   73 │   32 │  130 │   67 │
│ 149 │ 簡雍   │  218 │    2 │    1 │    2 │    1 │   36 │   11 │   42 │   68 │   73 │   79 │   74 │   82 │
│ 150 │ 陸績   │ D131 │    2 │    0 │    1 │    3 │   27 │   20 │   32 │   68 │   54 │   65 │  120 │   64 │
│ 151 │ 朱治   │ 8474 │    1 │    3 │    1 │    0 │   45 │   40 │   57 │   48 │   32 │   48 │  121 │   64 │
│ 152 │ 母丘儉 │   37 │    2 │    2 │    1 │    2 │   74 │   23 │   75 │   50 │   47 │   48 │   39 │   13 │
│ 153 │ 李孚   │ C6E1 │    1 │    3 │    2 │    0 │   37 │   19 │   48 │   62 │   75 │   52 │  105 │   60 │
│ 154 │ 倫直   │ 964D │    1 │    2 │    1 │    0 │   53 │   26 │   57 │   56 │   50 │   64 │   15 │   72 │
│ 155 │ 劉延   │ CD78 │    1 │    3 │    1 │    3 │   40 │   20 │   45 │   50 │   57 │   32 │   51 │   56 │
│ 156 │ 劉賢   │ D508 │    1 │    3 │    1 │    1 │   49 │   23 │   58 │   58 │   63 │   49 │  135 │   48 │
│ 157 │ 劉循   │  169 │    0 │    3 │    1 │    3 │   52 │   25 │   58 │   44 │   37 │   60 │   55 │   75 │
│ 158 │ 劉先   │ CDC3 │    1 │    0 │    1 │    1 │   49 │   20 │   55 │   58 │   69 │   43 │   37 │   51 │
│ 159 │ 姜維   │   43 │    2 │    2 │    2 │    0 │   88 │   75 │   91 │   92 │   72 │   85 │   73 │   88 │
│ 160 │ 劉岱   │ 8E6C │    2 │    0 │    1 │    2 │   59 │   27 │   64 │   43 │   29 │   18 │   36 │   22 │
│ 161 │ 劉巴   │ DCE1 │    1 │    3 │    1 │    0 │   53 │   25 │   54 │   70 │   62 │   49 │   66 │   70 │
│ 162 │ 劉磐   │ 8A33 │    0 │    3 │    1 │    3 │   48 │   28 │   53 │   56 │   52 │   62 │   69 │   53 │
│ 163 │ 劉豹   │ DC72 │    1 │    0 │    1 │    0 │   12 │    6 │   15 │   51 │   63 │   52 │   72 │   47 │
│ 164 │ 柳甫   │ C6D2 │    1 │    3 │    1 │    2 │   32 │   15 │   42 │   61 │   69 │   43 │    9 │   46 │
│ 165 │ 呂威璜 │ 856D │    1 │    3 │    1 │    2 │   59 │   24 │   65 │   50 │   41 │   42 │   93 │   67 │
│ 166 │ 寥化   │  216 │    1 │    3 │    1 │    3 │   41 │   23 │   62 │   60 │   49 │   65 │   80 │   71 │
│ 167 │ 梁寬   │ 914B │    1 │    3 │    1 │    3 │   64 │   25 │   69 │   40 │   31 │   18 │   29 │   35 │
│ 168 │ 孫登   │ CD20 │    2 │    3 │    1 │    3 │   31 │   23 │   35 │   50 │   56 │   80 │  125 │   90 │
│ 169 │ 呂凱   │  217 │    1 │    2 │    1 │    3 │   32 │   18 │   43 │   68 │   75 │   71 │   70 │   75 │
│ 170 │ 張嶷   │  205 │    1 │    2 │    1 │    3 │   64 │   23 │   71 │   65 │   36 │   59 │   65 │   65 │
│ 171 │ 呂常   │ 8D63 │    1 │    3 │    2 │    0 │   57 │   23 │   68 │   56 │   48 │   59 │   29 │   56 │
│ 172 │ 呂常   │ 9A23 │    1 │    3 │    1 │    3 │   61 │   23 │   66 │   32 │   28 │   45 │   32 │   55 │
│ 173 │ 呂範   │ C863 │    1 │    3 │    1 │    3 │   25 │   19 │   30 │   72 │   76 │   75 │  118 │   71 │
│ 174 │ 路昭   │ 866B │    2 │    0 │    1 │    3 │   61 │   27 │   65 │   42 │   33 │   39 │   39 │   67 │
│ 175 │ 曹爽   │ 8ACC │    3 │    2 │    1 │    2 │   59 │   27 │   65 │   52 │   48 │   62 │   24 │   58 │
│ 176 │ 諸葛誕 │    8 │    2 │    0 │    1 │    3 │   66 │   70 │   72 │   70 │   59 │   80 │   38 │   57 │
│ 177 │ 劉永   │ D559 │    1 │    2 │    1 │    0 │   46 │   17 │   52 │   62 │   69 │   53 │   75 │   82 │
│ 178 │ 劉理   │ D649 │    1 │    1 │    2 │    0 │   46 │   18 │   48 │   63 │   67 │   69 │   75 │   80 │
│ 179 │ 曹義   │ 8284 │    2 │    0 │    1 │    2 │   52 │   14 │   64 │   59 │   44 │   50 │   27 │   63 │
│ 180 │ 曹訓   │ 8D0C │    1 │    3 │    1 │    1 │   73 │   71 │   71 │   62 │   54 │   74 │   27 │   79 │
│ 181 │ 曹彥   │ C188 │    2 │    0 │    1 │    2 │   62 │   24 │   66 │   60 │   68 │   59 │   27 │   68 │
│ 182 │ 曹宇   │ D8AA │    0 │    2 │    2 │    2 │   64 │   23 │   69 │   68 │   71 │   74 │   25 │   92 │
│ 183 │ 羊祜   │ 91F1 │    2 │    0 │    1 │    3 │   83 │   72 │   46 │   80 │   79 │   74 │   27 │   81 │
│ 184 │ 孫和   │ D6B0 │    2 │    2 │    1 │    3 │   35 │   28 │   39 │   50 │   58 │   80 │  125 │   85 │
│ 185 │ 鍾會   │   52 │    2 │    3 │    2 │    0 │   80 │   74 │   70 │   94 │   70 │   79 │   33 │   15 │
│ 186 │ 公孫修 │ DD91 │    1 │    1 │    0 │    3 │   56 │   27 │   66 │   47 │   68 │   32 │   10 │   46 │
│ 187 │ 曹芳   │ D19A │    3 │    1 │    3 │    0 │   46 │   13 │   50 │   47 │   54 │   56 │   25 │   70 │
│ 188 │ 劉諶   │ 88A9 │    1 │    2 │    1 │    1 │   62 │   20 │   63 │   61 │   64 │   81 │   75 │   98 │
│ 189 │ 夏候玄 │ C1E9 │    0 │    3 │    1 │    2 │   31 │   14 │   43 │   79 │   92 │   72 │   25 │   97 │
│ 190 │ 曹髦   │ 805C │    3 │    0 │    1 │    3 │   58 │   20 │   64 │   37 │   31 │   35 │   25 │   47 │
│ 191 │ 陸抗   │ 9D09 │    1 │    2 │    1 │    3 │   65 │   98 │   77 │   77 │   69 │   87 │  126 │   70 │
│ 192 │ 孫休   │ CCB8 │    3 │    0 │    3 │    0 │   40 │   19 │   42 │   58 │   65 │   59 │  124 │   79 │
│ 193 │ 孫異   │ 92BA │    1 │    3 │    1 │    2 │   62 │   82 │   70 │   60 │   49 │   71 │  122 │   67 │
│ 194 │ 曹奐   │ C27A │    2 │    3 │    3 │    0 │   41 │   16 │   43 │   50 │   52 │   59 │   25 │   42 │
