                                             三國志III 人物表                                              
┏━━━━━┳━━━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┓
┃ ID  ┃ 姓名   ┃   顏 ┃ 野心 ┃ 運氣 ┃ 冷靜 ┃ 勇猛 ┃ 陸指 ┃ 水指 ┃ 武力 ┃ 智力 ┃ 政治 ┃ 魅力 ┃ 相性 ┃ 義理 ┃
│ 51  │ 尹奉   │ 8130 │    1 │    3 │    1 │    3 │   61 │   42 │   63 │   49 │   61 │   54 │   20 │   73 │
│ 52  │ 許靖   │   44 │    0 │    3 │    1 │    3 │   16 │    5 │   21 │   75 │   76 │   52 │   70 │   48 │
│ 53  │ 王匡   │ 8ECA │    1 │    2 │    1 │    2 │   47 │   25 │   51 │   40 │   35 │   45 │  120 │   47 │
│ 54  │ 伊籍   │    0 │    2 │    2 │    2 │    1 │   72 │   70 │   21 │   84 │   80 │   62 │   80 │   80 │
│ 55  │ 牛金   │   50 │    1 │    3 │    1 │    3 │   73 │   70 │   82 │   35 │   21 │   57 │   29 │   69 │
│ 56  │ 王楷   │ D65A │    1 │    2 │    2 │    0 │   29 │    8 │   32 │   54 │   60 │   25 │   18 │   47 │
│ 57  │ 王伉   │ 82A2 │    1 │    3 │    1 │    2 │   56 │   18 │   58 │   55 │   70 │   67 │   79 │   83 │
│ 58  │ 韓當   │  221 │    1 │    3 │    1 │    2 │   59 │   34 │   60 │   42 │   63 │   56 │  130 │   83 │
│ 59  │ 黃權   │   59 │    1 │    3 │    1 │    3 │   75 │   71 │   45 │   84 │   72 │   64 │   57 │   70 │
│ 60  │ 侯選   │ 9E0A │    1 │    2 │    1 │    3 │   62 │   31 │   70 │   35 │   30 │   60 │    8 │   53 │
│ 61  │ 賈範   │ 8C93 │    1 │    2 │    1 │    3 │   61 │   27 │   67 │   65 │   44 │   78 │    7 │   64 │
│ 62  │ 公孫恭 │ 8E7A │    3 │    0 │    2 │    0 │   72 │   70 │   71 │   67 │   52 │   74 │   15 │   40 │
│ 63  │ 公孫康 │ 9651 │    3 │    0 │    2 │    1 │   70 │   70 │   70 │   62 │   56 │   72 │   10 │   48 │
│ 64  │ 公孫淵 │   67 │    3 │    2 │    2 │    2 │   73 │   71 │   72 │   65 │   60 │   74 │   10 │   10 │
│ 65  │ 黃忠   │   64 │    2 │    1 │    1 │    2 │   90 │   76 │   95 │   67 │   64 │   87 │   71 │   92 │
│ 66  │ 高定   │ 9C94 │    2 │    0 │    1 │    3 │   65 │   30 │   67 │   22 │   20 │   48 │   82 │   50 │
│ 67  │ 胡車兒 │ 9D3C │    1 │    3 │    1 │    3 │   65 │   30 │   71 │   58 │   42 │   68 │  146 │   69 │
│ 68  │ 胡班   │ 9171 │    1 │    2 │    1 │    3 │   65 │   24 │   70 │   62 │   50 │   69 │   19 │   81 │
│ 69  │ 顧雍   │  201 │    0 │    3 │    1 │    2 │   17 │   13 │   18 │   72 │   75 │   75 │  127 │   80 │
│ 70  │ 吳懿   │   68 │    1 │    3 │    1 │    3 │   70 │   70 │   71 │   69 │   74 │   75 │   60 │   80 │
│ 71  │ 吳景   │ 917E │    1 │    2 │    2 │    2 │   59 │   30 │   64 │   58 │   53 │   58 │  127 │   62 │
│ 72  │ 吳質   │ C283 │    0 │    3 │    2 │    0 │   35 │   16 │   42 │   61 │   73 │   64 │   29 │   75 │
│ 73  │ 伍習   │ 9654 │    2 │    2 │    1 │    3 │   71 │   70 │   73 │   62 │   38 │   78 │   30 │   42 │
│ 74  │ 吳敦   │ 8D94 │    1 │    2 │    1 │    3 │   61 │   18 │   64 │   62 │   54 │   47 │   18 │   48 │
│ 75  │ 吳班   │  200 │    1 │    3 │    1 │    3 │   64 │   21 │   65 │   47 │   43 │   62 │   70 │   70 │
│ 76  │ 蔡融   │ CCF9 │    2 │    0 │    1 │    1 │   41 │   27 │   45 │   59 │   62 │   38 │  107 │   52 │
│ 77  │ 左靈   │ CC22 │    1 │    1 │    1 │    3 │   52 │   18 │   53 │   61 │   68 │   42 │    3 │   69 │
│ 78  │ 尹賞   │ D60B │    1 │    3 │    1 │    3 │   35 │   23 │   37 │   43 │   71 │   33 │   55 │   30 │
│ 79  │ 司馬懿 │   78 │    3 │    3 │    2 │    2 │   95 │   79 │   62 │   98 │   90 │   80 │   26 │   89 │
│ 80  │ 司馬朗 │ D50A │    2 │    2 │    2 │    1 │   28 │   23 │   41 │   69 │   83 │   52 │   26 │   87 │
│ 81  │ 審榮   │ 8531 │    1 │    1 │    1 │    2 │   45 │   24 │   55 │   48 │   52 │   49 │  121 │   34 │
│ 82  │ 申儀   │ 8E8B │    1 │    3 │    1 │    2 │   60 │   23 │   67 │   54 │   46 │   48 │   32 │   61 │
│ 83  │ 申耽   │ 946A │    2 │    0 │    1 │    1 │   61 │   28 │   72 │   56 │   48 │   60 │   32 │   70 │
│ 84  │ 辛毘   │   86 │    1 │    3 │    2 │    0 │   42 │   21 │   50 │   74 │   79 │   83 │   17 │   72 │
│ 85  │ 辛明   │ 94F5 │    1 │    3 │    1 │    3 │   54 │   26 │   59 │   48 │   42 │   65 │  109 │   82 │
│ 86  │ 謝旌   │ 8AE2 │    0 │    2 │    1 │    3 │   75 │   63 │   78 │   25 │   23 │   30 │  130 │   35 │
│ 87  │ 沙摩可 │   71 │    0 │    2 │    1 │    3 │   74 │   70 │   91 │   20 │   17 │   48 │   67 │   49 │
│ 88  │ 周泰   │   81 │    2 │    1 │    1 │    3 │   78 │   72 │   84 │   53 │   47 │   61 │  124 │   75 │
│ 89  │ 周魴   │ DEF9 │    2 │    1 │    1 │    3 │   40 │   33 │   49 │   71 │   79 │   60 │  120 │   80 │
│ 90  │ 朱桓   │   82 │    2 │    3 │    1 │    3 │   76 │   81 │   83 │   75 │   69 │   82 │  120 │   85 │
│ 91  │ 朱讚   │ 8D09 │    1 │    3 │    1 │    2 │   72 │   70 │   74 │   48 │   43 │   73 │   21 │   64 │
│ 92  │ 朱然   │ 8DCC │    2 │    2 │    1 │    3 │   70 │   70 │   75 │   35 │   27 │   60 │  121 │   75 │
│ 93  │ 夏侯楙 │ 98F8 │    2 │    0 │    1 │    2 │   37 │   13 │   54 │   35 │   40 │   27 │   25 │   35 │
│ 94  │ 朱褒   │ 8968 │    0 │    2 │    1 │    0 │   54 │   30 │   59 │   60 │   67 │   14 │   60 │   28 │
│ 95  │ 朱靈   │ 92FD │    2 │    1 │    2 │    0 │   69 │   25 │   74 │   35 │   30 │   39 │   34 │   70 │
│ 96  │ 蔣琬   │   83 │    2 │    0 │    1 │    3 │   73 │   70 │   60 │   85 │   80 │   84 │   77 │   90 │
│ 97  │ 蔣欽   │  202 │    1 │    3 │    2 │    1 │   62 │   65 │   67 │   64 │   52 │   57 │  126 │   63 │
│ 98  │ 尚拳   │ CC33 │    0 │    3 │    1 │    3 │   20 │   11 │   24 │   69 │   73 │   58 │  124 │   70 │
│ 99  │ 蔣義渠 │  183 │    2 │    0 │    2 │    1 │   63 │   23 │   71 │   35 │   30 │   60 │  105 │   54 │
│ 100 │ 尚弘   │ C083 │    1 │    1 │    2 │    0 │   36 │   14 │   43 │   54 │   62 │   62 │   84 │   83 │
│ 101 │ 向寵   │   84 │    2 │    2 │    2 │    0 │   82 │   70 │   40 │   85 │   73 │   78 │   79 │   80 │
│ 102 │ 鍾繇   │   85 │    1 │    3 │    2 │    1 │   11 │    6 │   15 │   68 │   77 │   30 │   33 │   60 │
│ 103 │ 向朗   │ C07B │    1 │    2 │    1 │    3 │   40 │   19 │   52 │   69 │   74 │   63 │   79 │   75 │
│ 104 │ 賈華   │ 82A3 │    1 │    3 │    1 │    3 │   58 │   38 │   62 │   60 │   59 │   52 │  115 │   65 │
│ 105 │ 霍峻   │ 8C64 │    1 │    1 │    2 │    1 │   62 │   18 │   67 │   65 │   52 │   73 │   60 │   70 │
│ 106 │ 諸葛亮 │   76 │    2 │    0 │    2 │    0 │   92 │   78 │   61 │  100 │   92 │   95 │   75 │   98 │
│ 107 │ 任峻   │ 9CE4 │    1 │    2 │    2 │    0 │   63 │   26 │   67 │   54 │   50 │   60 │   29 │   65 │
│ 108 │ 荀惲   │ C1E0 │    1 │    3 │    1 │    3 │   36 │   17 │   41 │   42 │   69 │   72 │   27 │   78 │
│ 109 │ 荀諶   │ D662 │    2 │    0 │    1 │    3 │   44 │   10 │   49 │   57 │   72 │   48 │  105 │   58 │
│ 110 │ 荀爽   │ D689 │    1 │    0 │    0 │    3 │   39 │   16 │   45 │   70 │   77 │   76 │    8 │   83 │
│ 111 │ 閻圃   │  189 │    1 │    3 │    1 │    3 │   27 │   14 │   36 │   80 │   78 │   48 │    5 │   65 │
│ 112 │ 徐商   │ 8421 │    2 │    0 │    1 │    3 │   61 │   25 │   66 │   55 │   40 │   51 │   21 │   69 │
│ 113 │ 徐盛   │  174 │    2 │    1 │    2 │    0 │   59 │   32 │   65 │   70 │   77 │   71 │  122 │   75 │
│ 114 │ 鄒靖   │ 8D64 │    1 │    3 │    1 │    3 │   54 │   23 │   62 │   60 │   47 │   68 │   65 │   63 │
│ 115 │ 賈詡   │   13 │    2 │    1 │    2 │    3 │   81 │   72 │   40 │   94 │   87 │   67 │    8 │   59 │
│ 116 │ 薛悌   │ C881 │    1 │    2 │    1 │    3 │   42 │   17 │   49 │   61 │   65 │   51 │   28 │   67 │
│ 117 │ 嚴畯   │   57 │    2 │    1 │    1 │    1 │   24 │   20 │   25 │   71 │   73 │   60 │  133 │   75 │
│ 118 │ 于禁   │  196 │    1 │    3 │    2 │    0 │   62 │   19 │   60 │   52 │   57 │   43 │   28 │   54 │
│ 119 │ 曹休   │   94 │    2 │    0 │    2 │    0 │   72 │   70 │   72 │   65 │   58 │   78 │   26 │   82 │
│ 120 │ 侯成   │   60 │    1 │    2 │    1 │    3 │   65 │   24 │   67 │   42 │   40 │   39 │   18 │   36 │
│ 121 │ 王雙   │    7 │    2 │    0 │    1 │    3 │   84 │   70 │   88 │   21 │   20 │   29 │   24 │   73 │
│ 122 │ 曹彰   │   97 │    2 │    1 │    1 │    2 │   81 │   71 │   93 │   42 │   39 │   70 │   25 │   85 │
│ 123 │ 賈逵   │  197 │    1 │    3 │    2 │    0 │   54 │   20 │   55 │   64 │   71 │   68 │   29 │   73 │
│ 124 │ 許褚   │   45 │    2 │    2 │    2 │    2 │   94 │   76 │   97 │   25 │   19 │   69 │   25 │   90 │
│ 125 │ 曹純   │  100 │    1 │    3 │    1 │    2 │   54 │   20 │   60 │   51 │   42 │   43 │   24 │   60 │
│ 126 │ 宋忠   │ C9B9 │    0 │    3 │    1 │    1 │   29 │   13 │   33 │   41 │   55 │   60 │   38 │   64 │
│ 127 │ 王則   │ DC21 │    1 │    3 │    2 │    0 │   46 │   18 │   53 │   61 │   72 │   68 │   23 │   65 │
│ 128 │ 曹熊   │ DDC2 │    1 │    1 │    1 │    0 │   51 │   22 │   63 │   60 │   65 │   42 │   25 │   68 │
│ 129 │ 蘇飛   │ 8CEC │    1 │    3 │    1 │    3 │   68 │   30 │   69 │   30 │   16 │   73 │   50 │   66 │
│ 130 │ 蘇由   │ 86FB │    2 │    0 │    1 │    3 │   59 │   21 │   59 │   44 │   25 │   52 │  104 │   57 │
│ 131 │ 關索   │   33 │    2 │    1 │    2 │    1 │   80 │   70 │   85 │   68 │   59 │   70 │   75 │   89 │
│ 132 │ 孫觀   │ 89AB │    2 │    2 │    1 │    3 │   62 │   54 │   67 │   49 │   38 │   30 │   16 │   42 │
│ 133 │ 孫匡   │ C528 │    2 │    0 │    1 │    3 │   58 │   37 │   59 │   59 │   68 │   53 │  125 │   70 │
│ 134 │ 史蹟   │ 959A │    2 │    0 │    1 │    3 │   60 │   43 │   65 │   52 │   41 │   53 │  115 │   67 │
│ 135 │ 孫乾   │  106 │    2 │    1 │    2 │    1 │   34 │   21 │   38 │   70 │   77 │   90 │   77 │   86 │
│ 136 │ 闞澤   │   36 │    1 │    3 │    1 │    3 │   52 │   60 │   45 │   78 │   85 │   72 │  132 │   69 │
│ 137 │ 孫靜   │ 8873 │    0 │    1 │    3 │    1 │   64 │   42 │   69 │   63 │   58 │   65 │  125 │   78 │
│ 138 │ 孫瑜   │   65 │    1 │    3 │    1 │    3 │   60 │   49 │   64 │   52 │   48 │   70 │  125 │   81 │
│ 139 │ 孫禮   │  204 │    0 │    3 │    1 │    2 │   68 │   28 │   73 │   69 │   63 │   59 │   21 │   48 │
│ 140 │ 孫朗   │ D5F8 │    2 │    1 │    1 │    3 │   55 │   34 │   57 │   54 │   63 │   53 │  125 │   82 │
│ 141 │ 臧霸   │ 9084 │    2 │    0 │    2 │    1 │   57 │   14 │   62 │   54 │   43 │   67 │   16 │   72 │
│ 142 │ 卓膺   │ 9232 │    1 │    3 │    1 │    3 │   61 │   25 │   65 │   50 │   38 │   58 │   60 │   63 │
│ 143 │ 罈雄   │  219 │    1 │    0 │    1 │    3 │   71 │   40 │   80 │   23 │   19 │   30 │  127 │   42 │
│ 144 │ 朵思王 │  111 │    2 │    0 │    1 │    3 │   62 │   31 │   68 │   51 │   40 │   39 │   48 │   45 │
│ 145 │ 陳矯   │ C6E2 │    1 │    2 │    1 │    3 │   18 │    9 │   20 │   68 │   79 │   71 │   29 │   70 │
│ 146 │ 陳群   │  125 │    2 │    2 │    2 │    0 │   70 │   66 │   50 │   92 │   81 │   75 │   29 │   80 │
│ 147 │ 陳式   │ 9679 │    1 │    3 │    1 │    2 │   60 │   23 │   67 │   28 │   19 │   37 │   81 │   40 │
│ 148 │ 桓楷   │ C4E8 │    1 │    3 │    2 │    2 │   36 │   25 │   39 │   51 │   51 │   69 │  135 │   65 │
│ 149 │ 郭攸之 │   41 │    1 │    3 │    1 │    3 │   45 │   31 │   38 │   75 │   85 │   70 │   80 │   76 │
│ 150 │ 傅幹   │ C039 │    1 │    1 │    1 │    3 │   38 │   19 │   44 │   69 │   78 │   59 │   30 │   62 │
│ 151 │ 張溫   │ CC99 │    0 │    3 │    1 │    3 │   21 │   13 │   25 │   58 │   69 │   72 │  120 │   75 │
│ 152 │ 陳登   │  208 │    1 │    0 │    2 │    1 │   25 │   18 │   27 │   70 │   73 │   75 │   79 │   70 │
│ 153 │ 張闓   │ 96D9 │    0 │    2 │    1 │    2 │   60 │   49 │   67 │   30 │   21 │   24 │   96 │   25 │
│ 154 │ 文聘   │  145 │    1 │    3 │    1 │    3 │   78 │   71 │   84 │   24 │   18 │   65 │   38 │   61 │
│ 155 │ 張嶷   │  205 │    1 │    2 │    1 │    3 │   64 │   23 │   71 │   65 │   36 │   59 │   65 │   65 │
│ 156 │ 趙衢   │ 8E92 │    1 │    3 │    1 │    3 │   57 │   24 │   61 │   60 │   58 │   52 │   29 │   83 │
│ 157 │ 趙廣   │  124 │    1 │    2 │    2 │    2 │   70 │   70 │   73 │   64 │   53 │   69 │   75 │   70 │
│ 158 │ 華歆   │   12 │    2 │    1 │    1 │    3 │   26 │   12 │   28 │   62 │   76 │   31 │    9 │   33 │
│ 159 │ 趙昂   │ 8CD4 │    1 │    3 │    1 │    3 │   73 │   70 │   72 │   53 │   49 │   80 │   18 │   84 │
│ 160 │ 韓猛   │ 9CBB │    2 │    0 │    1 │    1 │   61 │   24 │   65 │   43 │   41 │   48 │   90 │   52 │
│ 161 │ 張昭   │  115 │    1 │    3 │    1 │    3 │   29 │   29 │   32 │   86 │   94 │   82 │  122 │   75 │
│ 162 │ 張承   │ 961C │    2 │    0 │    1 │    3 │   61 │   27 │   65 │   41 │   33 │   53 │  130 │   74 │
│ 163 │ 張達   │ 9903 │    1 │    2 │    1 │    3 │   39 │   19 │   50 │   33 │   36 │   21 │  108 │   10 │
│ 164 │ 張著   │ 9C43 │    1 │    0 │    2 │    1 │   51 │   20 │   58 │   35 │   31 │   30 │   80 │   63 │
│ 165 │ 趙統   │  118 │    1 │    1 │    2 │    1 │   61 │   22 │   70 │   69 │   57 │   70 │   75 │   80 │
│ 166 │ 趙範   │ 8DD8 │    1 │    3 │    1 │    3 │   49 │   19 │   52 │   54 │   58 │   40 │   66 │   61 │
│ 167 │ 關興   │   32 │    2 │    1 │    2 │    1 │   85 │   70 │   88 │   70 │   61 │   72 │   75 │   90 │
│ 168 │ 張苞   │  120 │    2 │    2 │    2 │    2 │   83 │   72 │   92 │   37 │   30 │   55 │   75 │   28 │
│ 169 │ 張翼   │ 8CFE │    1 │    2 │    1 │    3 │   75 │   71 │   72 │   42 │   36 │   73 │   68 │   57 │
│ 170 │ 張虎   │ 800C │    1 │    0 │    1 │    2 │   54 │   23 │   61 │   57 │   52 │   41 │   22 │   42 │
│ 171 │ 王忠   │ 8242 │    1 │    3 │    1 │    3 │   53 │   17 │   55 │   37 │   34 │   50 │   40 │   64 │
│ 172 │ 鄭度   │ DE50 │    1 │    3 │    1 │    3 │   24 │   10 │   29 │   60 │   68 │   52 │   50 │   85 │
│ 173 │ 朱治   │ 8474 │    1 │    3 │    1 │    0 │   45 │   40 │   57 │   48 │   32 │   48 │  121 │   64 │
│ 174 │ 程武   │ C071 │    1 │    3 │    1 │    3 │   60 │   58 │   43 │   80 │   67 │   70 │   22 │   76 │
│ 175 │ 程秉   │ D2EB │    1 │    3 │    1 │    2 │   18 │    9 │   20 │   62 │   73 │   75 │  118 │   70 │
│ 176 │ 薛綜   │   55 │    2 │    0 │    1 │    3 │   31 │   19 │   35 │   62 │   74 │   65 │  135 │   74 │
│ 177 │ 典滿   │ 9EB4 │    1 │    2 │    1 │    3 │   65 │   24 │   72 │   27 │   20 │   48 │   23 │   75 │
│ 178 │ 張顗   │ 9C95 │    3 │    0 │    2 │    1 │   54 │   19 │   59 │   53 │   42 │   18 │   88 │   21 │
│ 179 │ 董允   │  130 │    1 │    3 │    1 │    3 │   68 │   67 │   23 │   86 │   85 │   70 │   81 │   71 │
│ 180 │ 鄧義   │ 9A76 │    0 │    3 │    1 │    1 │   53 │   17 │   61 │   25 │   19 │   53 │   39 │   62 │
│ 181 │ 鞏志   │ DD19 │    1 │    2 │    1 │    3 │   40 │   19 │   44 │   63 │   58 │   50 │   92 │   42 │
│ 182 │ 董昭   │ D073 │    1 │    2 │    1 │    3 │   48 │   17 │   52 │   62 │   77 │   59 │   21 │   48 │
│ 183 │ 董荼奴 │  134 │    1 │    3 │    2 │    0 │   55 │   26 │   63 │   15 │   10 │   15 │   56 │   47 │
│ 184 │ 董和   │ 84E2 │    1 │    3 │    1 │    2 │   54 │   16 │   69 │   57 │   69 │   53 │   68 │   65 │
│ 185 │ 杜襲   │ 9041 │    1 │    3 │    1 │    3 │   57 │   21 │   68 │   65 │   61 │   55 │   29 │   68 │
│ 186 │ 范疆   │ 9483 │    0 │    3 │    1 │    1 │   41 │   14 │   56 │   36 │   22 │   25 │  108 │   12 │
│ 187 │ 潘濬   │ CE23 │    1 │    0 │    1 │    2 │   48 │   17 │   50 │   53 │   31 │   38 │  105 │   30 │
│ 188 │ 潘璋   │ 9598 │    2 │    0 │    1 │    3 │   72 │   40 │   75 │   38 │   29 │   56 │  115 │   69 │
│ 189 │ 馬謖   │  136 │    2 │    2 │    2 │    0 │   71 │   69 │   68 │   80 │   72 │   69 │   80 │   75 │
│ 190 │ 馬岱   │  188 │    1 │    1 │    2 │    1 │   74 │   71 │   81 │   47 │   39 │   73 │   71 │   76 │
│ 191 │ 馬忠   │  210 │    1 │    3 │    1 │    3 │   55 │   42 │   57 │   52 │   47 │   48 │  130 │   46 │
│ 192 │ 馬超   │  137 │    1 │    3 │    1 │    3 │   88 │   77 │   97 │   43 │   38 │   63 │   70 │   79 │
│ 193 │ 馬良   │  140 │    2 │    1 │    2 │    1 │   73 │   69 │   45 │   80 │   92 │   85 │   77 │   81 │
│ 194 │ 費禕   │  141 │    1 │    3 │    2 │    0 │   23 │    6 │   25 │   75 │   82 │   85 │   70 │   83 │
│ 195 │ 卑衍   │ 9A26 │    1 │    3 │    1 │    2 │   72 │   70 │   71 │   57 │   49 │   65 │   12 │   42 │
