name_key,name
S12_15307270,何晏
S01_74208843,蒯越
S02_3182FF77,蒯越
S03_29748160,蒯越
S04_31798563,蒯越
S05_29878270,蒯越
S06_30847869,蒯越
S07_31847471,蒯越
S08_28838566,蒯越
S09_42328286,蒯越
S10_33848771,蒯越
S11_27828873,蒯越
S12_47278288,蒯越
S02_3086FF46,蒯良
S03_30728058,蒯良
S04_31858264,蒯良
S05_27868772,蒯良
S06_28818271,蒯良
S07_29797365,蒯良
S08_36868263,蒯良
S09_69368882,蒯良
S10_37888266,蒯良
S11_33888271,蒯良
S12_68338882,蒯良
S02_6158FF51,賈華
S03_62605952,賈華
S08_70384654,賈華
S09_53674332,賈華
S10_66402953,賈華
S11_65412952,賈華
S12_49654129,賈華
S04_21795271,華覈
S05_24786071,華覈
S06_27756758,華覈
S07_31787564,華覈
S08_29697869,華覈
S09_17267278,華覈
S10_22757572,華覈
S11_24717868,華覈
S12_20247178,華覈
S04_72171115,俄何燒戈
S05_74161314,俄何燒戈
S06_75152721,俄何燒戈
S07_65142542,俄何燒戈
S08_74182549,俄何燒戈
S10_76011232,俄何燒戈
S12_61761321,俄何燒戈
S01_67217947,賈逵
S02_5768FF62,賈逵
S03_55647168,賈逵
S04_54647369,賈逵
S05_47747167,賈逵
S06_55747667,賈逵
S07_75758176,賈逵
S08_71808273,賈逵
S09_73698283,賈逵
S10_62808678,賈逵
S11_61848575,賈逵
S12_78618485,賈逵
S05_70311924,何儀
S06_68251720,何儀
S07_57191853,何儀
S08_63191828,何儀
S09_59673212,何儀
S10_69371016,何儀
S11_69361017,何儀
S12_56693610,何儀
S01_65277223,華歆
S02_2978FF85,華歆
S03_28627631,華歆
S04_45667532,華歆
S05_35808530,華歆
S06_43759123,華歆
S07_59768053,華歆
S08_46847216,華歆
S09_25388682,華歆
S10_35848008,華歆
S11_33828317,華歆
S12_33338283,華歆
S01_55199419,賈詡
S02_4295FF62,賈詡
S03_40948767,賈詡
S04_30969367,賈詡
S05_42978968,賈詡
S06_30949466,賈詡
S07_61938865,賈詡
S08_56949075,賈詡
S09_81349784,賈詡
S10_45988456,賈詡
S11_48978557,賈詡
S12_88489785,賈詡
S02_3089FF71,郭奕
S03_29658047,郭奕
S04_28698347,郭奕
S05_30798241,郭奕
S06_29807629,郭奕
S07_23767038,郭奕
S08_23727843,郭奕
S09_23297076,郭奕
S10_23757428,郭奕
S11_29707647,郭奕
S12_33297076,郭奕
S11_73363348,郭援
S01_41199780,郭嘉
S02_3997FF86,郭嘉
S03_36809782,郭嘉
S04_27999289,郭嘉
S05_32989192,郭嘉
S06_23999280,郭嘉
S07_12969283,郭嘉
S08_24979082,郭嘉
S09_58109881,郭嘉
S10_12978280,郭嘉
S11_15988478,郭嘉
S12_88159684,郭嘉
S06_82552159,鄂煥
S07_74462350,鄂煥
S08_74422348,鄂煥
S09_67814722,鄂煥
S10_83492450,鄂煥
S11_82422141,鄂煥
S12_65824221,鄂煥
S11_06797485,郭氏
S12_42046964,郭氏
S01_63593760,郭汜
S02_5930FF42,郭汜
S03_61333337,郭汜
S04_64333439,郭汜
S05_65372145,郭汜
S06_67311437,郭汜
S07_62462835,郭汜
S08_69392833,郭汜
S09_63741819,郭汜
S10_76181113,郭汜
S11_76131413,郭汜
S12_64761314,郭汜
S02_7454FF53,樂就
S03_70514750,樂就
S09_64704734,樂就
S10_68583952,樂就
S11_66584253,樂就
S12_53666142,樂就
S02_6566FF74,霍峻
S03_67655273,霍峻
S04_67665370,霍峻
S05_77655170,霍峻
S06_69735768,霍峻
S07_78536470,霍峻
S08_68656470,霍峻
S09_77627268,霍峻
S10_65716470,霍峻
S11_66736270,霍峻
S12_73667362,霍峻
S01_88887280,郝昭
S02_8471FF81,郝昭
S03_85767083,郝昭
S04_84838084,郝昭
S05_84898085,郝昭
S06_81868280,郝昭
S07_81645261,郝昭
S08_78856976,郝昭
S09_85798465,郝昭
S10_77786368,郝昭
S11_79786272,郝昭
S12_86797862,郝昭
S01_79533340,樂進
S02_4438FF41,樂進
S03_74393276,樂進
S04_79443275,樂進
S05_80544078,樂進
S06_67564870,樂進
S07_81715274,樂進
S08_83565170,樂進
S09_78855048,樂進
S10_85534570,樂進
S11_84525165,樂進
S12_80845651,樂進
S08_59484241,郭石
S12_59714842,郭石
S03_56432531,樂綝
S04_62442630,樂綝
S05_60443037,樂綝
S06_52332237,樂綝
S07_73564650,樂綝
S08_70384751,樂綝
S09_71753943,樂綝
S10_75414957,樂綝
S11_75434163,樂綝
S12_73754341,樂綝
S01_89904316,郭圖
S02_3280FF42,郭圖
S03_34768140,郭圖
S04_33718240,郭圖
S05_32807243,郭圖
S06_67814539,郭圖
S07_56735243,郭圖
S08_56817638,郭圖
S09_41458372,郭圖
S10_50827028,郭圖
S11_50826837,郭圖
S12_52508268,郭圖
S09_66744020,郭馬
S10_71493050,郭馬
S11_71472154,郭馬
S02_4751FF67,郝萌
S03_60515362,郝萌
S10_66413533,郝萌
S11_67423448,郝萌
S12_62674234,郝萌
S01_65366770,郭攸之
S02_3274FF68,郭攸之
S03_38758570,郭攸之
S04_32748570,郭攸之
S05_31738065,郭攸之
S06_22717464,郭攸之
S07_34687157,郭攸之
S08_21627960,郭攸之
S09_15096778,郭攸之
S10_10607460,郭攸之
S11_09687960,郭攸之
S12_28096979,郭攸之
S04_71655265,霍弋
S05_70634765,霍弋
S06_60674963,霍弋
S07_76647465,霍弋
S08_68627072,霍弋
S09_73707273,霍弋
S10_67707174,霍弋
S11_69697474,霍弋
S12_73696974,霍弋
S01_74504845,郭淮
S02_5464FF51,郭淮
S03_58666750,郭淮
S04_72676554,郭淮
S05_79726566,郭淮
S06_75717170,郭淮
S07_80827670,郭淮
S08_78837675,郭淮
S09_84778273,郭淮
S10_77827578,郭淮
S11_78817577,郭淮
S12_87788175,郭淮
S06_61413157,柯吾
S03_35587146,和洽
S02_7475FF73,夏侯威
S03_75726770,夏侯威
S04_79716473,夏侯威
S05_77706170,夏侯威
S06_76716673,夏侯威
S07_65515557,夏侯威
S08_74515462,夏侯威
S09_68705164,夏侯威
S10_70515864,夏侯威
S11_73495767,夏侯威
S12_71734957,夏侯威
S01_82926074,夏侯淵
S02_9060FF71,夏侯淵
S03_90585574,夏侯淵
S04_92575678,夏侯淵
S05_91594382,夏侯淵
S06_90585682,夏侯淵
S07_88534964,夏侯淵
S08_92515680,夏侯淵
S09_91925164,夏侯淵
S10_91566178,夏侯淵
S11_91546180,夏侯淵
S12_90916861,夏侯淵
S02_6365FF72,夏侯恩
S03_60626475,夏侯恩
S04_60605165,夏侯恩
S05_63554558,夏侯恩
S06_51395745,夏侯恩
S07_53425146,夏侯恩
S08_60424973,夏侯恩
S09_61695951,夏侯恩
S10_59505371,夏侯恩
S11_72524571,夏侯恩
S12_63725345,夏侯恩
S02_7082FF73,夏侯和
S03_80806370,夏侯和
S04_67857473,夏侯和
S05_60847778,夏侯和
S06_61807573,夏侯和
S07_47766858,夏侯和
S08_58737265,夏侯和
S09_54517275,夏侯和
S10_54727566,夏侯和
S11_51707664,夏侯和
S12_48517176,夏侯和
S09_64624742,夏侯咸
S02_5384FF80,夏侯惠
S03_82816176,夏侯惠
S04_71807873,夏侯惠
S05_61857379,夏侯惠
S06_66787673,夏侯惠
S07_43677556,夏侯惠
S08_56737566,夏侯惠
S09_57497472,夏侯惠
S10_51757369,夏侯惠
S11_44757366,夏侯惠
S12_50447673,夏侯惠
S03_43799272,夏侯玄
S04_33759476,夏侯玄
S05_26739173,夏侯玄
S06_23759580,夏侯玄
S07_56849065,夏侯玄
S08_48708165,夏侯玄
S09_59448094,夏侯玄
S10_39779464,夏侯玄
S11_39759266,夏侯玄
S12_54397692,夏侯玄
S11_05626874,夏侯氏
S12_34134268,夏侯氏
S01_84764654,夏侯尚
S02_6962FF68,夏侯尚
S03_70605467,夏侯尚
S04_65675464,夏侯尚
S05_69665261,夏侯尚
S06_62714560,夏侯尚
S07_78806258,夏侯尚
S08_67696163,夏侯尚
S09_75717762,夏侯尚
S10_68796659,夏侯尚
S11_72746561,夏侯尚
S12_79727565,夏侯尚
S03_64514742,夏侯存
S01_73544967,夏侯德
S02_6855FF61,夏侯德
S03_69595864,夏侯德
S04_64575266,夏侯德
S05_62544570,夏侯德
S06_64395057,夏侯德
S07_57454851,夏侯德
S08_69454752,夏侯德
S09_64733744,夏侯德
S10_64324151,夏侯德
S11_73324052,夏侯德
S12_69733240,夏侯德
S01_89826479,夏侯惇
S02_9359FF71,夏侯惇
S03_95605475,夏侯惇
S04_96625678,夏侯惇
S05_94708187,夏侯惇
S06_92718482,夏侯惇
S07_91727483,夏侯惇
S08_92636884,夏侯惇
S09_90926476,夏侯惇
S10_89617687,夏侯惇
S11_90587081,夏侯惇
S12_92906370,夏侯惇
S02_8955FF73,夏侯霸
S03_87595571,夏侯霸
S04_89687273,夏侯霸
S05_90677277,夏侯霸
S06_88697974,夏侯霸
S07_83745661,夏侯霸
S08_80735161,夏侯霸
S09_79857746,夏侯霸
S10_85775461,夏侯霸
S11_84775571,夏侯霸
S12_79847755,夏侯霸
S01_84583559,夏侯楙
S02_3932FF24,夏侯楙
S03_54354027,夏侯楙
S04_47324025,夏侯楙
S05_47421828,夏侯楙
S06_33373439,夏侯楙
S07_28344238,夏侯楙
S08_30323543,夏侯楙
S09_22130633,夏侯楙
S10_07052003,夏侯楙
S11_07042102,夏侯楙
S12_20070421,夏侯楙
S03_72534268,夏侯蘭
S11_10737184,夏侯令女
S12_46537471,夏侯令女
S12_51346773,何氏
S06_73332551,蛾遮塞
S04_29908161,賈充
S05_24909051,賈充
S06_25878943,賈充
S07_36919057,賈充
S08_22868220,賈充
S09_38378781,賈充
S10_32888808,賈充
S11_31898510,賈充
S12_54318985,賈充
S08_53483626,何植
S09_17242827,何植
S10_38293315,何植
S11_24262751,何植
S05_77436791,何進
S06_69377092,何進
S08_50293368,何進
S09_25300554,何進
S10_39073971,何進
S11_40064168,何進
S12_39400641,何進
S06_73644761,賀齊
S07_81634864,賀齊
S08_69666062,賀齊
S09_77716870,賀齊
S10_73725966,賀齊
S11_78726473,賀齊
S12_83708264,賀齊
S09_36277078,何曾
S05_17967379,華佗
S07_34687460,華佗
S08_20505360,華佗
S09_05056672,華佗
S11_07687270,華佗
S12_18128372,華佗
S04_78364320,雅丹
S05_79605418,雅丹
S06_74615427,雅丹
S07_58705231,雅丹
S08_65575248,雅丹
S12_72657853,雅丹
S09_70647472,何楨
S03_67654478,賈範
S04_68644579,賈範
S05_48745577,賈範
S06_48736177,賈範
S07_46715651,賈範
S08_63716063,賈範
S09_64597163,賈範
S10_60736461,賈範
S11_62736262,賈範
S12_60627362,賈範
S04_80191523,軻比能
S05_84382235,軻比能
S06_83322535,軻比能
S07_81563874,軻比能
S08_75513867,軻比能
S10_69525968,軻比能
S12_77695259,軻比能
S11_82322670,花鬘
S12_69823226,花鬘
S01_78902969,華雄
S02_9131FF33,華雄
S03_90292340,華雄
S04_89272944,華雄
S05_90292641,華雄
S06_88242132,華雄
S07_84413852,華雄
S08_93454160,華雄
S09_78935440,華雄
S10_93523957,華雄
S11_92564057,華雄
S12_88926140,華雄
S04_63603660,關彝
S05_62513361,關彝
S06_60583867,關彝
S07_58564855,關彝
S08_58455456,關彝
S09_44644651,關彝
S10_65494863,關彝
S11_62445259,關彝
S03_41546223,韓胤
S09_27306454,韓胤
S10_24685960,韓胤
S11_29645444,韓胤
S12_26296554,韓胤
S01_96998380,關羽
S02_9983FF91,關羽
S03_98826496,關羽
S04_98826596,關羽
S05_99836496,關羽
S06_98807296,關羽
S07_95817293,關羽
S08_97806993,關羽
S09_93977764,關羽
S10_97766493,關羽
S11_97756293,關羽
S12_97977962,關羽
S02_4041FF52,桓階
S03_39515169,桓階
S10_25677968,桓階
S11_26677869,桓階
S12_25266878,桓階
S05_93412347,管亥
S06_90352339,管亥
S07_71433148,管亥
S08_76402638,管亥
S09_69801710,管亥
S10_80140625,管亥
S11_82100525,管亥
S12_70821005,管亥
S02_9051FF55,毌丘儉
S03_75504748,毌丘儉
S04_79504752,毌丘儉
S05_76794762,毌丘儉
S06_68776167,毌丘儉
S07_82635348,毌丘儉
S08_78585360,毌丘儉
S09_81764764,毌丘儉
S10_74515853,毌丘儉
S11_74525654,毌丘儉
S12_78745556,毌丘儉
S09_62613243,毌丘秀
S10_63353851,毌丘秀
S11_62333851,毌丘秀
S09_64517275,毌丘甸
S10_58687058,毌丘甸
S11_60697065,毌丘甸
S03_54514346,韓莒子
S10_59304154,韓莒子
S11_59514652,韓莒子
S11_82525678,關銀屏
S12_73784224,關銀屏
S01_81317286,韓玄
S02_3421FF12,韓玄
S03_57352810,韓玄
S04_52343019,韓玄
S05_67312019,韓玄
S06_61202124,韓玄
S07_58312416,韓玄
S08_50191913,韓玄
S09_10290804,韓玄
S10_33060301,韓玄
S11_33070401,韓玄
S12_22330704,韓玄
S01_82775349,關興
S02_9069FF70,關興
S03_88706172,關興
S04_86705072,關興
S05_88714975,關興
S06_84724473,關興
S07_80534865,關興
S08_83575572,關興
S09_76866050,關興
S10_86635272,關興
S11_86625875,關興
S12_76866758,關興
S02_3125FF15,韓浩
S03_62453347,韓浩
S05_76427470,韓浩
S06_73458068,韓浩
S07_67768163,韓浩
S08_59688759,韓浩
S09_62716788,韓浩
S10_71718766,韓浩
S11_72688762,韓浩
S12_69726887,韓浩
S01_87915774,關索
S02_9168FF69,關索
S03_85685970,關索
S04_85685770,關索
S05_86624776,關索
S06_85672974,關索
S07_76504552,關索
S08_81504970,關索
S09_71815748,關索
S10_82554970,關索
S11_88524774,關索
S12_74885647,關索
S12_47034860,甘氏
S03_42616928,關純
S01_71695731,韓遂
S02_4682FF78,韓遂
S03_70626478,韓遂
S04_69636675,韓遂
S05_63786374,韓遂
S06_76776378,韓遂
S07_79816482,韓遂
S08_68766681,韓遂
S09_84707368,韓遂
S10_72756580,韓遂
S11_70776180,韓遂
S12_81758261,韓遂
S02_4080FF46,韓嵩
S03_38718257,韓嵩
S04_37708655,韓嵩
S05_28708551,韓嵩
S06_25708233,韓嵩
S07_21746453,韓嵩
S08_21727461,韓嵩
S09_31167274,韓嵩
S10_18727458,韓嵩
S11_15707761,韓嵩
S12_25157177,韓嵩
S08_56736847,關靖
S09_39617265,關靖
S10_50736851,關靖
S11_52726342,關靖
S12_36527363,關靖
S01_74471962,韓暹
S02_4341FF40,韓暹
S03_56382745,韓暹
S04_56402947,韓暹
S05_63301939,韓暹
S06_62352128,韓暹
S07_68423652,韓暹
S08_68393752,韓暹
S09_71693337,韓暹
S10_67353648,韓暹
S11_66361851,韓暹
S12_69663618,韓暹
S01_53356552,闞澤
S02_4279FF63,闞澤
S03_45788572,闞澤
S04_44788372,闞澤
S05_48788473,闞澤
S06_44798172,闞澤
S07_42828468,闞澤
S08_56848674,闞澤
S09_34508686,闞澤
S10_48838873,闞澤
S11_49838673,闞澤
S12_43498386,闞澤
S05_69401431,韓忠
S06_66291722,韓忠
S08_66291722,韓忠
S09_67682416,韓忠
S10_67201412,韓忠
S11_67181223,韓忠
S12_64671812,韓忠
S06_63603767,關統
S07_68564251,關統
S08_61515274,關統
S09_68556263,關統
S10_58606272,關統
S11_60616375,關統
S01_82544759,韓當
S02_5847FF51,韓當
S03_60426356,韓當
S04_69654860,韓當
S05_71644367,韓當
S06_67645067,韓當
S07_81614757,韓當
S08_84565470,韓當
S09_78865456,韓當
S10_86595367,韓當
S11_85565168,韓當
S12_76856151,韓當
S08_78373649,韓德
S09_65793018,韓德
S10_79241550,韓德
S11_76251654,韓德
S12_63762516,韓德
S01_87945269,甘寧
S02_9251FF52,甘寧
S03_91544258,甘寧
S04_92604465,甘寧
S05_96603471,甘寧
S06_95713670,甘寧
S07_92685456,甘寧
S08_92744458,甘寧
S09_87947813,甘寧
S10_93752055,甘寧
S11_94761858,甘寧
S12_93947618,甘寧
S11_62737570,關寧
S04_19816066,桓範
S05_18826161,桓範
S06_25816561,桓範
S07_34806728,桓範
S08_34807048,桓範
S09_26127871,桓範
S10_16807255,桓範
S11_11787451,桓範
S12_40117874,桓範
S03_67564031,韓福
S02_5153FF50,韓馥
S03_57526454,韓馥
S04_66544133,韓馥
S05_69443966,韓馥
S06_59426365,韓馥
S07_43373641,韓馥
S08_18325761,韓馥
S09_20052763,韓馥
S10_10296359,韓馥
S11_03276260,韓馥
S12_28032762,韓馥
S01_93775379,關平
S02_8270FF75,關平
S03_80746075,關平
S04_81725574,關平
S05_82705280,關平
S06_80705571,關平
S07_74725174,關平
S08_82695275,關平
S09_77826956,關平
S10_81695575,關平
S11_82686076,關平
S12_80827260,關平
S03_65434148,韓猛
S01_76227529,簡雍
S02_4672FF76,簡雍
S03_42687379,簡雍
S04_39707677,簡雍
S05_36707667,簡雍
S06_33707855,簡雍
S07_36686163,簡雍
S08_31636752,簡雍
S09_22316572,簡雍
S10_33667174,簡雍
S11_32747174,簡雍
S12_20327571,簡雍
S01_89892164,顏良
S02_9027FF51,顏良
S03_87322055,顏良
S04_93342355,顏良
S05_95352153,顏良
